KundenNr,Nachname,Bonitaet,Land,Geschlecht,Alter,Dauer,Konto,NrProdukte,HatCrKarte,Aktiv,Gesch_Einkommen,Austritt
139684205,Forbes,410,Frankreich,f,50,2,102278.79,2,1,0,89822.48,0
139727808,Craig,571,Deutschland,f,53,2,0.0,2,1,0,28045.77,0
139900814,Bowen,593,Frankreich,f,41,4,119703.1,2,1,1,109783.29,0
139826446,He,625,England,f,49,2,80816.45,1,1,1,20018.79,0
139806120,Chigolum,733,Deutschland,m,39,1,0.0,2,1,1,141841.31,0
139843233,Endrizzi,697,Frankreich,f,38,6,132591.36,1,1,1,7387.8,1
139778095,Chukwuhaenye,781,Deutschland,f,19,3,0.0,2,1,1,124297.32,0
139808626,Chukwubuikem,685,England,m,43,9,0.0,2,1,0,107811.28,0
139763107,Humphreys,615,Deutschland,f,61,1,104267.7,1,1,0,62845.64,1
139722808,Lay,730,Deutschland,f,32,9,127661.69,1,0,0,60905.51,0
139896521,Dodgshun,730,England,m,26,3,0.0,1,1,0,34542.41,0
139714997,Mai,513,Deutschland,f,45,0,164649.52,3,1,0,49915.52,1
139789727,Eiland,651,Deutschland,m,35,7,74623.5,3,1,0,129451.29,1
139824268,Tai,511,England,f,29,9,0.0,2,0,1,140676.98,0
139925962,Chung,648,Deutschland,f,37,7,0.0,2,1,0,194238.92,0
139778894,Kennedy,733,Deutschland,m,36,5,0.0,2,1,1,109127.54,0
139766853,Hughes,768,Frankreich,m,49,1,133384.66,1,1,0,102397.22,1
139854459,Logan,602,England,f,22,7,141604.76,1,1,0,30379.6,0
139799162,West,532,England,f,37,5,0.0,2,0,1,6761.84,0
139761756,Edmondson,632,Frankreich,m,65,6,129472.33,1,1,1,85179.48,0
139816124,Ho,766,Frankreich,m,37,2,99660.13,2,0,1,147700.78,0
139731332,Udinese,556,Deutschland,m,26,4,0.0,1,1,0,195167.38,0
139895804,Lo Duca,543,England,f,46,5,140355.6,1,1,1,85086.78,0
139880947,Tretyakova,743,Frankreich,f,34,1,131736.88,1,1,1,108543.21,0
139679245,Yermakova,450,England,f,34,2,0.0,2,1,0,175480.93,0
139844830,Sumrall,707,England,f,53,6,109663.47,1,1,1,52110.45,0
139824603,Tu,669,England,m,25,7,157228.61,2,1,0,124382.9,0
139881391,Yermakova,737,Frankreich,m,35,0,133377.8,1,0,1,64050.19,0
139788589,Dellucci,728,Deutschland,f,28,4,142243.54,2,1,0,33074.51,0
139826101,Kay,696,Deutschland,f,33,4,0.0,2,1,1,73371.65,0
139816024,Degtyarev,595,Frankreich,m,34,2,87967.42,2,0,1,156309.52,0
139867918,Duncan,551,Frankreich,m,31,9,82293.82,2,1,1,91565.25,0
139745944,Fleming,441,Deutschland,m,60,1,140614.15,1,0,1,174381.23,0
139917890,Bradshaw,690,Frankreich,m,32,0,106683.52,2,1,1,137916.49,0
139888039,Hughes,730,England,f,39,6,140094.59,1,1,0,172450.04,1
139826984,Trentino,850,Deutschland,f,42,9,113311.11,1,1,1,198193.75,0
139748870,Golibe,461,England,f,25,6,0.0,2,1,1,15306.29,0
139917575,Hannaford,555,Deutschland,m,55,4,146798.81,1,1,1,74149.77,0
139731142,Garran,558,Deutschland,m,31,7,0.0,1,1,0,198269.08,0
139825530,Cameron,624,Frankreich,f,45,5,151855.33,1,1,0,68794.15,0
139852640,Nwebube,710,England,m,22,8,0.0,3,1,0,107292.91,0
139897258,Lu,670,Frankreich,m,31,1,142631.54,2,1,1,175894.24,0
139915124,Allan,803,Deutschland,f,26,4,0.0,2,1,1,181208.47,0
139755889,Schwartz,672,Deutschland,f,28,6,0.0,1,0,1,8814.69,0
139862317,Bevan,676,Deutschland,m,31,3,78990.15,1,1,1,124777.14,0
139854056,Barton,773,Frankreich,f,42,8,152324.66,2,1,0,171733.22,0
139899569,Bianchi,689,England,f,38,6,121021.05,1,1,1,12182.15,0
139846773,Mullawirraburka,553,Deutschland,m,37,1,0.0,1,1,0,30461.55,0
139713473,Holmes,717,Deutschland,m,28,4,128206.79,1,1,1,54272.12,0
139889029,Pottinger,784,England,f,42,2,109052.04,2,1,0,6409.55,0
139909153,O'Donnell,619,Frankreich,m,29,4,98955.87,1,0,1,131712.51,0
139690552,Lane,574,Frankreich,m,35,5,163856.76,1,1,1,15118.2,0
139856444,Obidimkpa,683,England,f,36,7,0.0,2,1,0,104786.59,0
139677823,Ball,586,England,f,33,10,66948.67,2,1,1,140759.03,0
139695672,Corran,671,Frankreich,f,23,9,123943.18,1,1,1,159553.27,0
139921260,Chimaraoke,593,England,m,43,10,0.0,2,0,0,53478.02,0
139855841,Ting,525,Deutschland,f,23,5,0.0,2,1,0,160249.1,0
139890619,Wade,565,Frankreich,f,58,3,108888.24,3,0,1,135875.51,1
139774695,Boniwell,850,England,f,32,9,0.0,2,1,1,18924.92,0
139702578,Akabueze,726,Deutschland,m,37,2,132057.92,2,1,0,34743.98,0
139837677,Farmer,708,England,f,41,5,0.0,1,0,1,157003.99,0
139871533,Ikechukwu,640,Deutschland,m,28,7,0.0,2,1,1,131097.9,0
139718576,Zaytseva,717,England,f,49,1,110864.38,2,1,1,124532.9,1
139921833,Sims,718,Deutschland,f,41,1,0.0,2,0,1,27509.52,1
139897876,Cashin,650,Frankreich,f,35,3,165982.43,2,1,1,24482.16,0
139756129,Ch'iu,729,England,f,34,9,53299.96,2,1,1,42855.97,0
139834596,Giordano,708,England,m,33,3,0.0,2,1,0,138613.21,0
139867241,Larionova,610,Deutschland,m,33,4,111582.11,1,0,0,113943.17,0
139780662,Jackson,588,Frankreich,m,35,3,104356.38,1,1,0,94498.82,0
139799131,Fomin,564,Frankreich,f,32,10,139875.2,2,1,0,15378.23,0
139777616,Hou,793,Frankreich,f,32,1,96408.98,1,1,1,138191.81,0
139772283,Woods,723,Deutschland,m,30,3,124119.54,1,1,0,162198.32,0
139755122,Fang,784,Frankreich,m,28,2,70233.74,2,1,1,179252.73,0
139811354,Hope,461,England,f,35,8,0.0,1,1,0,132295.95,0
139908556,Davey,552,England,f,34,4,0.0,2,1,0,140286.69,0
139892750,Moore,779,Frankreich,m,37,7,120092.52,2,1,0,135925.72,0
139816891,Simmons,647,Frankreich,m,52,7,130013.12,1,1,1,190806.36,1
139737359,Pai,562,England,m,32,6,161628.66,1,1,0,91482.5,0
139918924,Chou,577,Deutschland,f,46,1,0.0,1,1,1,158750.53,0
139792030,Brady,834,Deutschland,m,23,4,131254.81,1,1,0,20199.3,0
139701711,Crawford,529,England,m,35,5,95772.97,1,1,1,112781.5,0
139880125,Siciliani,640,England,m,39,3,0.0,1,1,1,105997.25,0
139869354,Giles,643,England,f,32,2,0.0,1,0,0,131301.74,0
139807235,Hawks,673,Deutschland,m,65,0,0.0,1,1,1,85733.33,0
139791186,Folliero,607,Deutschland,f,33,8,91301.72,1,0,1,130824.57,0
139874058,Scott,597,England,f,40,8,101993.12,1,0,1,94774.12,0
139703665,Cremonesi,505,Deutschland,m,49,7,80001.23,1,0,0,135180.11,0
139830015,Spaull,600,Frankreich,m,57,9,138456.03,2,1,1,103548.25,0
139843194,Yeh,437,Deutschland,f,26,1,120923.52,1,0,1,78854.57,0
139888428,Fallaci,652,Deutschland,f,36,6,112518.71,2,0,1,110421.31,0
139892653,Chinweike,711,Deutschland,m,34,8,0.0,2,0,0,48260.19,0
139795335,Thomas,677,Frankreich,f,26,3,102395.79,1,1,0,119368.99,0
139733258,Lung,803,Deutschland,f,40,6,165526.71,1,1,0,12328.08,0
139690230,Lei,641,Deutschland,f,52,4,0.0,1,1,0,90964.54,1
139907779,Romani,786,England,f,34,9,0.0,2,1,0,117034.32,0
139735840,Palerma,627,Deutschland,m,43,8,71240.3,1,0,1,127734.16,0
139906284,Stange,739,England,m,19,5,89750.21,1,1,0,193008.52,0
139735087,Sun,626,England,m,29,7,0.0,2,1,0,49361.84,0
139744989,Reilly,652,England,f,33,3,124832.51,1,1,0,195877.06,0
139898494,Su,750,England,f,39,7,119565.92,1,1,0,87067.73,0
139864289,Ferri,699,Deutschland,m,28,7,0.0,2,1,1,22684.78,0
139697965,Salier,608,England,m,37,2,130461.02,1,1,0,21967.15,0
139832462,Moretti,687,Deutschland,f,24,3,110495.27,1,1,0,158615.41,0
139826603,Marsden,439,Deutschland,m,36,2,165536.28,2,1,1,123956.83,0
139798864,Brown,559,England,m,67,9,125919.35,1,1,0,175910.95,1
139895591,Young,643,Deutschland,m,62,9,0.0,2,0,0,155870.82,0
139722994,Greece,676,England,m,48,1,131659.59,2,0,1,14152.15,0
139759333,Repina,691,Deutschland,m,37,9,149405.18,1,1,1,146411.6,0
139707848,Takasuka,546,England,m,25,7,127728.24,2,1,1,105279.74,0
139860493,Uwakwe,548,Deutschland,f,36,3,0.0,1,1,0,65996.9,0
139914266,Okagbue,745,England,f,38,7,0.0,2,1,1,194230.82,0
139760900,Fulton,588,Frankreich,m,41,2,131341.46,2,0,1,7034.94,0
139716149,Pan,581,Frankreich,m,38,1,133105.47,1,1,0,105732.9,1
139776819,Muravyova,647,Frankreich,f,35,3,166518.63,2,1,0,147930.46,0
139920203,Anayolisa,603,England,f,42,6,0.0,1,1,1,90437.87,0
139682386,Newbery,711,Frankreich,f,35,2,133607.75,1,1,1,120586.32,0
139702803,Davidson,642,Deutschland,f,33,4,84607.34,2,0,1,60059.47,0
139893220,Onio,604,Deutschland,m,33,3,148659.48,1,0,0,42437.75,0
139697266,Ward,627,Deutschland,m,31,8,128131.73,1,1,0,96131.47,0
139770057,Pirozzi,565,Frankreich,f,38,7,145400.69,2,1,1,83844.79,0
139833035,Hannah,665,Deutschland,f,38,5,0.0,2,1,0,156439.56,0
139711616,Bates,595,Deutschland,f,33,9,0.0,2,1,1,41447.86,0
139885034,Smith,787,Deutschland,m,46,7,117685.31,2,1,1,93360.35,0
139831022,Anderson,670,Frankreich,f,33,9,84521.48,2,0,1,198017.05,0
139763732,Webb,694,Deutschland,m,47,4,0.0,2,1,0,197528.62,0
139806044,Ku,583,Deutschland,f,31,4,158978.79,1,1,0,12538.92,0
139785372,Afamefula,543,Deutschland,m,64,4,0.0,2,1,1,148305.82,0
139926871,Drury,823,Deutschland,m,34,3,105057.33,1,1,0,9217.92,0
139835327,Mountgarrett,758,England,m,40,3,0.0,2,0,0,96097.65,0
139681951,Wyatt,600,Deutschland,m,49,7,90218.9,1,1,0,91347.76,0
139726697,Herrera,555,Deutschland,m,40,10,43028.77,1,1,0,170514.21,0
139683383,Miracle,579,England,m,22,3,118680.57,1,1,1,49829.8,0
139691263,Sanderson,704,England,m,38,6,106687.76,1,1,0,173776.5,0
139922387,Sabbatini,586,Deutschland,f,35,7,0.0,2,1,0,70760.69,0
139922786,Kalinin,644,Frankreich,m,35,5,161591.11,3,1,1,63795.62,0
139816100,Hansen,601,Deutschland,m,39,3,72647.64,1,1,0,41777.9,1
139778867,Leak,682,Frankreich,f,43,7,111094.05,2,1,1,64679.3,0
139844147,Bates,582,England,m,25,9,148042.97,2,1,0,52341.15,0
139797904,Muir,558,Deutschland,f,56,7,121235.05,2,1,1,116253.1,0
139750720,Serena,678,Deutschland,f,41,9,0.0,1,0,0,13160.03,0
139752832,Chin,659,Frankreich,m,48,4,123593.22,2,1,0,82469.06,1
139927133,Schiavone,614,England,f,40,3,113348.5,1,1,1,77789.01,0
139691251,Colombo,754,Frankreich,f,39,8,129401.87,1,1,1,87684.93,0
139897225,Alvarez,513,England,m,48,2,0.0,1,1,1,114709.13,1
139848964,Capon,619,Frankreich,m,40,9,103604.31,2,0,0,140947.05,0
139766407,Retana,608,England,m,48,7,75801.74,1,1,0,125762.95,0
139918968,Liao,447,Deutschland,m,43,2,0.0,2,1,0,33879.26,1
139913561,Marchesi,664,England,m,41,7,123428.69,1,1,1,164924.11,0
139789271,Horan,598,Deutschland,f,34,4,0.0,2,0,0,60894.26,0
139678929,Azuka,634,England,f,41,4,0.0,2,1,1,164549.74,0
139861348,Kaeppel,698,England,f,47,6,0.0,1,1,0,50213.81,1
139682413,Bellucci,647,Deutschland,f,42,9,0.0,2,1,1,51362.82,0
139693063,Russell,597,Deutschland,m,28,2,0.0,3,1,1,78707.97,0
139689817,Davis,620,England,m,36,7,169312.72,1,1,0,45414.09,0
139750858,Chong,850,Deutschland,m,35,3,162442.35,1,1,0,183566.78,0
139891186,Ch'eng,633,Deutschland,f,44,7,0.0,2,1,0,29761.29,0
139905630,Sharwood,695,Deutschland,m,36,6,114007.5,2,1,0,118120.88,0
139871964,Yuan,796,Deutschland,f,50,1,94164.0,1,1,1,189414.74,0
139685739,Lindell,757,Deutschland,m,23,2,80673.96,2,1,0,93991.65,0
139776845,Watt,703,England,m,73,5,137761.55,1,1,1,159677.46,0
139790014,Teakle,723,Deutschland,m,21,4,0.0,2,0,0,24847.02,0
139730908,Enyinnaya,555,England,f,24,2,0.0,2,0,1,197866.55,0
139755017,Nworie,682,Deutschland,m,26,8,0.0,2,1,0,178373.43,0
139752308,Romani,636,Frankreich,f,31,9,80844.69,2,1,1,74641.9,0
139923808,Padovesi,850,Deutschland,m,40,8,102800.65,1,1,0,60811.56,0
139750314,Pugliesi,639,Deutschland,m,77,6,80926.02,2,1,1,55829.25,0
139732866,Barber,736,Deutschland,f,42,7,117280.23,3,0,0,41921.06,1
139874614,Langdon,650,Frankreich,f,25,2,114330.95,1,1,1,25325.07,0
139775526,Azuka,666,Frankreich,f,37,2,158468.76,1,0,1,93266.01,0
139788748,Freeman,490,Deutschland,f,35,7,107749.03,1,1,1,3937.37,0
139830223,Bowman,650,England,f,32,4,79450.09,1,1,1,118324.75,0
139701248,Chao,563,Deutschland,f,34,6,139810.34,1,1,1,152417.79,0
139769947,Duncan,584,Frankreich,f,62,9,137727.34,2,0,1,121102.9,0
139816072,Yobanna,582,Deutschland,f,32,1,116409.55,1,0,1,152790.92,0
139904639,Farrell,759,Deutschland,m,41,9,0.0,2,0,1,190294.12,0
139835588,Onuoha,616,Frankreich,m,29,8,149318.55,1,1,0,140746.13,0
139722501,Paterson,702,Frankreich,f,60,5,138597.54,2,1,1,41536.59,1
139842100,Rippey,548,Deutschland,f,41,4,82596.8,1,0,1,55672.09,0
139767927,Spears,682,Deutschland,m,40,4,0.0,2,1,1,140745.91,0
139727993,Davidson,698,Frankreich,m,44,10,116363.37,2,1,0,198059.16,0
139818994,Welsh,568,Deutschland,m,30,8,73054.37,2,1,1,27012.0,0
139804676,Ejikemeifeuwa,666,Frankreich,m,38,6,99812.88,2,1,1,158357.97,0
139730090,Pirozzi,744,Deutschland,m,29,1,43504.42,1,1,1,119327.75,0
139881534,Carpenter,643,Frankreich,m,28,9,160858.13,2,1,0,27149.27,0
139892715,Jamieson,669,Deutschland,m,50,4,149713.61,3,1,1,124872.42,1
139743124,Shephard,807,England,f,43,0,0.0,2,0,1,85523.24,0
139776530,McConnell,595,Frankreich,f,26,8,118547.72,1,1,1,151192.18,0
139863785,Sal,704,Frankreich,f,54,6,133656.91,3,1,0,145071.33,1
139910474,Udokamma,523,Deutschland,m,39,3,0.0,2,1,0,6726.53,0
139898348,Ho,749,Frankreich,f,40,8,141782.57,2,0,0,86333.63,0
139899661,Pirozzi,549,England,f,24,9,0.0,2,1,1,14406.41,0
139778708,Gordon,729,Deutschland,m,39,4,121404.64,1,1,1,159618.17,0
139896769,Yen,639,England,f,35,5,136526.26,2,1,0,59653.03,0
139763311,Price,672,Deutschland,m,34,6,0.0,1,0,0,22736.06,0
139747459,John,588,Deutschland,f,34,3,120777.88,1,1,1,131729.52,0
139705852,P'eng,710,Deutschland,m,45,1,0.0,2,1,1,36154.66,0
139785263,Jenkins,568,Deutschland,m,33,7,0.0,2,1,0,143450.61,0
139721876,Alekseyeva,573,Deutschland,m,35,9,0.0,2,1,0,11743.89,0
139896785,Kaur,705,Deutschland,m,25,9,0.0,2,0,1,112331.19,0
139706671,Saunders,815,Deutschland,m,45,7,0.0,1,0,1,52885.23,1
139779828,Bennett,642,Deutschland,m,40,1,154863.15,1,1,1,138052.51,0
139874536,Jackson,540,Frankreich,f,35,7,128369.75,2,1,0,198256.15,0
139774706,Sun,698,Deutschland,m,47,5,156265.31,2,0,0,1055.66,0
139885222,Olisanugo,593,England,f,46,2,76597.79,1,1,1,54453.72,0
139921179,Kuo,664,Deutschland,m,46,2,0.0,1,1,1,177423.02,1
139818172,Vida,662,Deutschland,m,38,0,105271.56,1,0,1,179833.45,0
139881698,Salas,797,Frankreich,f,33,10,83555.58,1,0,0,69767.14,0
139896130,Chu,592,Deutschland,m,36,1,126477.42,1,0,0,179718.17,0
139725497,Clarke,665,Deutschland,m,36,1,0.0,2,0,1,121505.61,0
139767448,Sauve,592,Frankreich,m,31,7,124593.23,1,1,0,86079.67,0
139902272,Milne,703,Deutschland,f,45,5,0.0,2,1,0,131906.44,0
139871870,McMillan,850,Deutschland,m,40,6,124788.18,1,1,0,65612.12,0
139814620,Badgery,654,Deutschland,f,35,2,90865.8,1,1,1,86764.46,0
139849609,Manna,596,Deutschland,f,39,10,86546.29,1,0,1,131768.98,0
139709400,Enderby,614,England,m,66,2,0.0,2,0,1,180082.7,0
139891024,Kendall,734,England,f,43,3,55853.33,2,0,1,94811.85,1
139696831,Hamilton,660,Frankreich,m,31,9,125189.75,2,1,1,139874.43,0
139765900,Kuo,685,England,f,30,2,0.0,3,1,1,172576.43,1
139876818,Walker,797,Deutschland,f,46,8,0.0,1,0,0,162668.33,0
139882826,McKay,628,Frankreich,f,45,6,53667.44,1,1,0,115022.94,0
139726447,Chinedum,730,Deutschland,f,37,1,0.0,2,1,1,124364.63,0
139705343,Mai,705,Deutschland,m,38,1,189443.72,1,0,1,106648.58,0
139918989,Maslova,837,Deutschland,f,38,2,0.0,2,1,1,46395.21,0
139807674,Fetherstonhaugh,635,Deutschland,m,29,7,105405.97,1,1,1,149853.89,0
139871620,Efremov,564,England,m,37,9,100252.18,1,1,1,146033.52,0
139732000,Anenechi,561,England,m,37,4,101470.29,1,0,1,88838.14,0
139701367,De Luca,577,England,f,40,1,0.0,2,1,1,108787.0,0
139704738,Gallagher,548,Deutschland,m,57,6,76165.65,1,1,1,133537.53,0
139796351,Cunningham,540,Frankreich,m,64,1,91869.69,1,0,1,95421.0,0
139838502,Pisani,476,Deutschland,f,40,4,0.0,2,0,0,182547.04,0
139871564,Hsu,712,Deutschland,m,32,9,100606.02,1,1,0,165693.06,0
139860299,L?,664,Deutschland,m,32,10,107209.73,1,1,1,112340.2,0
139834288,Horton,665,England,m,29,1,182781.74,2,1,1,63732.9,0
139726379,Haugh,718,England,f,49,10,82321.88,1,0,1,11144.4,0
139894920,Chatfield,706,Frankreich,f,39,8,112889.91,1,0,1,6723.66,0
139915495,Udokamma,710,England,m,23,6,0.0,2,1,1,134188.11,0
139773846,King,622,Deutschland,f,32,6,169089.38,2,1,0,101057.95,0
139721096,Meany,614,Frankreich,f,44,6,118715.86,1,1,0,133591.11,1
139712706,Yuan,493,England,f,48,7,0.0,2,1,0,48545.1,0
139723486,Macartney,418,Deutschland,m,36,7,90145.04,1,1,1,69157.93,0
139701780,Ebelechukwu,659,Deutschland,m,29,6,123192.12,1,1,1,56971.41,1
139727823,Reye,803,England,f,37,1,0.0,2,0,0,7455.2,0
139771544,Butters,803,Deutschland,m,31,9,157120.86,2,1,0,141300.53,0
139875617,Bailey,612,England,f,26,4,0.0,2,1,1,179780.74,0
139798406,Pickering,680,England,f,30,3,0.0,1,1,0,160131.58,0
139847840,Y?,544,Deutschland,m,23,1,96471.2,1,1,0,35550.97,0
139802107,Dean,729,England,m,37,10,0.0,2,1,0,100862.54,0
139875862,Lambert,730,Deutschland,m,27,5,0.0,2,1,1,116081.93,0
139683625,Obinna,505,Frankreich,f,33,3,106506.77,3,1,0,45445.78,1
139858651,Belonwu,608,Deutschland,m,50,6,0.0,1,1,0,93568.77,1
139905268,Wan,536,Deutschland,m,39,4,0.0,2,1,0,27150.35,0
139881991,Palerma,453,Frankreich,f,28,3,139986.65,1,1,0,136846.75,0
139702566,Marchesi,557,Frankreich,m,68,2,100194.44,1,1,1,38596.34,0
139699523,Doyle,675,Deutschland,m,54,6,0.0,1,1,0,110273.84,1
139783628,Chinweuba,590,Deutschland,m,47,3,0.0,2,1,0,171774.5,0
139788401,Piccio,765,Frankreich,m,34,5,86055.17,2,1,1,104220.5,0
139816964,Fang,548,Frankreich,f,33,0,101084.36,1,1,0,42749.85,0
139825098,Isaacs,720,Deutschland,f,38,10,0.0,2,1,1,56229.72,1
139733897,Mackey,695,England,m,28,0,96020.86,1,1,1,57992.49,0
139742613,Genovese,695,Deutschland,m,45,3,0.0,2,1,1,30793.61,0
139899040,Ndubueze,420,Frankreich,f,31,1,108377.75,2,1,1,9904.63,0
139754168,Bednall,797,Deutschland,m,32,10,114084.6,1,0,1,125782.29,0
139747984,Young,683,Frankreich,m,35,5,144961.97,1,0,1,26796.73,0
139694807,Rossi,476,Deutschland,f,32,6,111871.93,1,0,0,112132.86,0
139848099,Ko,723,Deutschland,f,49,4,0.0,2,0,1,89972.25,0
139799295,Outlaw,611,Deutschland,m,30,2,104145.65,1,0,0,159629.64,0
139757258,Anderson,615,Deutschland,m,45,5,0.0,2,1,1,164886.64,0
139825523,Singh,566,Frankreich,f,40,2,97001.36,2,1,0,154486.01,0
139886139,Lung,640,Frankreich,f,75,1,106307.91,2,0,1,113428.77,0
139780612,Streeter,775,England,m,29,10,0.0,2,1,1,68143.93,0
139925476,Ugochukwu,759,England,m,38,1,0.0,2,1,0,20778.39,0
139818207,Ch'eng,560,Deutschland,f,35,1,0.0,2,1,0,3701.63,0
139834436,Vincent,700,Deutschland,f,27,6,137963.07,1,0,0,8996.79,0
139681014,Wright,584,Frankreich,f,46,6,87361.02,2,1,0,120376.87,1
139885705,Dickinson,597,Frankreich,m,52,8,83693.34,2,1,1,161083.53,0
139820579,Martinez,620,Deutschland,m,28,8,0.0,2,1,1,199909.32,0
139730723,Fleming,683,Deutschland,m,25,4,0.0,2,1,0,152698.24,0
139832336,Oliver,637,England,f,34,9,0.0,2,0,0,26057.08,0
139773177,Cameron,608,Frankreich,m,42,8,131390.75,2,1,0,71178.09,0
139860610,Peng,753,Deutschland,m,35,3,0.0,2,1,1,184843.77,0
139891829,Young,654,England,m,40,5,105683.63,1,1,0,173617.09,0
139745320,Pai,706,England,f,42,8,95386.82,1,1,1,75732.25,0
139708552,Trevisano,627,Deutschland,m,70,1,94416.78,1,0,1,145299.5,0
139752534,Cooke,695,Deutschland,f,31,5,106089.2,1,0,0,99537.68,0
139846053,Barnes,543,Deutschland,m,42,4,89838.71,3,1,0,85983.54,1
139859770,Thompson,724,Frankreich,m,34,6,118235.7,2,0,0,157137.23,0
139812807,Barrera,724,Deutschland,m,30,10,0.0,2,1,1,54265.55,0
139874498,Chou,572,England,m,31,5,98108.79,1,0,1,119996.95,0
139911877,Moore,811,Frankreich,m,52,10,76915.4,1,0,0,146359.81,1
139757014,Grigoryeva,596,England,m,32,4,0.0,2,0,1,146504.35,0
139794028,Morgan,593,Deutschland,m,35,9,114193.24,1,1,0,71154.1,0
139772314,Nekrasova,665,Deutschland,m,28,8,137300.23,1,1,0,90174.83,0
139820902,Pagnotto,698,England,f,63,5,0.0,1,1,1,173576.71,0
139836664,Hartley,738,Frankreich,m,62,10,83008.31,1,1,1,42766.03,0
139850423,Hsiao,506,Deutschland,m,43,2,0.0,2,1,0,105568.6,0
139886782,Cochran,520,Deutschland,f,29,8,95947.76,1,1,0,4696.44,0
139892948,Golibe,685,Deutschland,m,20,4,104719.94,2,1,0,38691.34,0
139899465,Abbott,802,Frankreich,f,41,4,90757.64,2,0,1,169183.66,0
139848952,Richards,850,England,m,34,8,199229.14,1,0,0,68106.29,0
139796943,Harvey,772,Frankreich,m,26,7,152400.51,2,1,0,79414.0,0
139923037,Obialo,660,England,f,28,3,128929.88,1,1,1,198069.71,0
139700984,Wieck,557,Deutschland,f,27,2,0.0,2,0,1,4497.55,0
139914922,O'Brien,708,Deutschland,f,67,1,0.0,2,0,1,3837.08,0
139683851,Murray,714,Frankreich,m,39,3,149887.49,2,1,0,63846.36,0
139904172,Parkin,474,Frankreich,f,34,9,176311.36,1,1,0,160213.27,0
139731950,Muir,485,Frankreich,f,30,5,156771.68,1,1,1,141148.21,0
139709540,Lung,550,Deutschland,m,44,9,0.0,2,1,0,26257.01,0
139692355,Martin,748,Deutschland,m,32,5,154737.88,2,1,1,172638.13,0
139685294,Komar,735,Deutschland,f,38,1,0.0,3,0,0,92220.12,1
139887329,Bell,670,Deutschland,m,36,3,0.0,1,1,0,140754.19,1
139681635,Nixon,608,Frankreich,f,40,8,121729.42,1,0,0,61164.45,0
139811768,Sharpe,644,Deutschland,f,24,8,92760.55,1,1,0,35896.75,0
139792286,MacDonald,675,Deutschland,m,34,8,0.0,2,1,1,184842.21,0
139877798,Wilson,550,Frankreich,m,49,0,108806.96,3,1,0,61446.92,1
139862127,Kambinachi,719,Deutschland,f,42,4,0.0,1,1,0,28465.86,1
139835871,Pai,544,Deutschland,m,40,8,0.0,2,1,0,61581.2,0
139719317,Lorimer,687,Deutschland,m,38,0,144450.58,1,0,1,137276.83,0
139736436,Kang,753,Deutschland,f,36,7,128518.98,1,1,1,44567.83,1
139757187,Li Fonti,826,Deutschland,f,30,5,0.0,2,0,1,157397.57,0
139842921,Lung,712,Deutschland,f,42,1,87842.98,1,0,0,92223.59,0
139921897,Chiganu,709,Deutschland,m,32,4,147307.91,1,0,1,40861.55,0
139788312,Howarde,657,England,m,36,8,0.0,2,0,1,123866.43,0
139836127,Ewers,610,England,m,46,5,91897.8,1,1,0,54394.28,0
139792361,Chidumaga,613,England,m,34,8,117300.02,1,1,0,139410.08,0
139774577,Pai,535,England,m,58,1,0.0,2,1,1,11779.98,1
139705893,Dodds,695,Deutschland,m,49,9,159458.53,1,1,0,135841.35,0
139808713,Lilly,608,England,m,27,4,153325.1,1,1,1,199953.33,0
139770863,Archer,659,England,m,32,3,107594.11,2,1,1,102416.84,0
139810967,Mackenzie,466,Deutschland,f,30,3,0.0,1,1,0,193984.6,0
139696340,Yegorova,639,Deutschland,f,31,3,98360.03,1,0,0,20973.8,0
139744904,Morgan,639,Frankreich,m,38,5,130170.82,1,1,1,149599.62,0
139864093,Chuang,681,England,f,37,6,121231.39,1,1,1,146366.08,0
139850800,Bellew,756,England,m,30,2,145127.85,1,0,0,7554.68,0
139730217,Chamberlain,474,Deutschland,m,54,3,0.0,1,1,0,108409.17,1
139778266,Howells,425,Deutschland,m,39,4,0.0,2,1,0,197226.32,0
139823045,Darling,676,Deutschland,f,36,3,91711.59,1,1,1,95393.43,0
139802187,Ch'iu,683,Deutschland,m,43,2,112499.42,2,1,0,30375.18,0
139781365,Graham,530,England,f,36,2,0.0,2,1,1,14721.8,0
139845689,Degtyarev,746,Deutschland,f,21,8,166883.07,2,0,1,194563.65,0
139720288,Wang,804,England,f,38,3,124197.22,1,1,0,74692.06,0
139741954,Douglas,691,Deutschland,f,33,6,0.0,2,1,0,164074.89,0
139875423,Feng,632,Frankreich,m,30,1,58668.02,1,1,1,78670.52,0
139872316,Fox,594,Deutschland,m,50,7,81310.34,1,1,1,183868.01,0
139677239,McKelvey,745,Frankreich,m,48,10,96048.55,1,1,0,74510.65,0
139897241,Hysell,850,Deutschland,m,40,9,0.0,2,0,1,119232.33,0
139893993,Barnard,490,Frankreich,f,41,0,139659.04,1,1,1,176254.12,0
139838163,Meldrum,480,Deutschland,f,40,7,0.0,1,1,0,170332.67,1
139684220,Niu,780,England,m,47,7,86006.21,1,1,1,37973.13,0
139722690,Forster,481,Deutschland,f,28,10,0.0,2,1,0,145215.96,0
139768911,Ni,711,Frankreich,f,53,5,123805.03,1,1,0,102428.51,0
